Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.41     0.00        6     0.00     0.00  std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_get_Tp_allocator()
  0.00      1.41     0.00        6     0.00     0.00  std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::resize(unsigned long)
  0.00      1.41     0.00        6     0.00     0.00  std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::resize(unsigned long)
  0.00      1.41     0.00        6     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >* std::__niter_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*>(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*)
  0.00      1.41     0.00        5     0.00     0.00  std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_check_len(unsigned long, char const*) const
  0.00      1.41     0.00        5     0.00     0.00  std::_Vector_base<Matrix<double>, std::allocator<Matrix<double> > >::_M_allocate(unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  std::__new_allocator<Matrix<double> >::deallocate(Matrix<double>*, unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  std::__new_allocator<Matrix<double> >::allocate(unsigned long, void const*)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_copy<false>::__uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_default_n_1<false>::__uninit_default_n<Matrix<double>*, unsigned long>(Matrix<double>*, unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_use_relocate()
  0.00      1.41     0.00        5     0.00     0.00  std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_M_default_append(unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  std::vector<Matrix<double>, std::allocator<Matrix<double> > >::_S_nothrow_relocate(std::integral_constant<bool, true>)
  0.00      1.41     0.00        5     0.00     0.00  std::vector<Matrix<double>, std::allocator<Matrix<double> > >::resize(unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::__str_concat<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::value_type const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size_type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::allocator_type const&)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__do_uninit_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::uninitialized_copy<Matrix<double> const*, Matrix<double>*>(Matrix<double> const*, Matrix<double> const*, Matrix<double>*)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_copy_a<Matrix<double> const*, Matrix<double>*, Matrix<double> >(Matrix<double> const*, Matrix<double> const*, Matrix<double>*, std::allocator<Matrix<double> >&)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_default_n<Matrix<double>*, unsigned long>(Matrix<double>*, unsigned long)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_default_n_a<Matrix<double>*, unsigned long, Matrix<double> >(Matrix<double>*, unsigned long, std::allocator<Matrix<double> >&)
  0.00      1.41     0.00        5     0.00     0.00  Matrix<double>* std::__uninitialized_move_if_noexcept_a<Matrix<double>*, Matrix<double>*, std::allocator<Matrix<double> > >(Matrix<double>*, Matrix<double>*, Matrix<double>*, std::allocator<Matrix<double> >&)
  0.00      1.41     0.00        5     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.41     0.00        4     0.00     0.00  Observables::DOSprint(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.41     0.00        4     0.00     0.00  Matrix<int>::resize(int, int)
  0.00      1.41     0.00        4     0.00     0.00  Matrix<int>::Matrix()
  0.00      1.41     0.00        4     0.00     0.00  Matrix<int>::~Matrix()
  0.00      1.41     0.00        4     0.00     0.00  MFParams::Read_classical_DOFs(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      1.41     0.00        4     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() const
  0.00      1.41     0.00        4     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::max_size() const
  0.00      1.41     0.00        4     0.00     0.00  std::_Vector_base<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, std::allocator<std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > >::_M_deallocate(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >*, unsigned long)
  0.00      1.41     0.00        4     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_S_max_size(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.00      1.41     0.00        4     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      1.41     0.00        3     0.00     0.00  std::vector<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >, std::allocator<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > > > >::_M_check_len(unsigned long, char const*) const
  0.00      1.41     0.00        3     0.00     0.00  std::vector<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >, std::allocator<std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > > > >::_M_check_len(unsigned long, char const*) const
  0.00      1.41     0.00        3     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*>(std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*, std::vector<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >, std::allocator<std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > > > >*)
